sim_step,reward,total_queue,total_waiting_time,total_co2_emissions
3695,-23716,154,606,4955.1
3700,-15625,125,556,4471.6
3705,-12996,114,564,4324.199999999999
3710,-10609,103,453,3726.4
3715,-10609,103,383,3238.499999999999
3720,-8836,94,333,2760.2999999999997
3725,-10000,100,273,2245.2
3730,-13456,116,470,3703.2
3735,-12100,110,385,3167.3
3740,-10609,103,371,3093.5
3745,-4356,66,257,2194.8999999999996
3750,-2304,48,150,1307.8
3755,-3249,57,158,1428.1999999999998
3760,-2704,52,140,1179.5
3765,-1764,42,107,854.9999999999999
3770,-1936,44,116,985.2000000000002
3775,-1521,39,84,724.6999999999999
3780,-1849,43,82,699.9
3785,-2304,48,109,925.0
3790,-3025,55,142,1142.3999999999999
3795,-9409,97,374,2805.8999999999996
3800,-11664,108,475,3447.9
3805,-9216,96,438,3408.7
3810,-8100,90,330,2677.7999999999997
3815,-8464,92,316,2621.0
3820,-6561,81,232,1916.5
3825,-4489,67,208,1839.6999999999998
3830,-3600,60,142,1169.7
3835,-2704,52,147,1236.4
3840,-4096,64,129,1102.5
3845,-4624,68,190,1554.0000000000002
