sim_step,reward,total_queue,total_waiting_time,total_co2_emissions
3035,-31684,178,1313,10143.200000000003
3040,-37249,193,1338,11146.399999999998
3045,-40000,200,1204,9652.200000000003
3050,-41616,204,1408,11328.299999999994
3055,-37636,194,1498,12194.2
3060,-23409,153,1599,13244.899999999994
3065,-22201,149,1618,13364.499999999996
3070,-29584,172,1646,13484.200000000003
3075,-22500,150,1158,9170.700000000004
3080,-24336,156,848,6556.599999999999
3085,-16129,127,741,5555.900000000001
3090,-15876,126,530,4161.199999999999
3095,-18225,135,790,6201.5
3100,-19600,140,699,5501.0
3105,-17161,131,604,4867.400000000001
3110,-14161,119,691,5461.0999999999985
3115,-16900,130,525,4246.4
3120,-12769,113,605,4575.200000000001
3125,-16900,130,1011,7490.699999999999
3130,-18496,136,1365,9821.800000000003
3135,-17161,131,1388,10137.200000000004
3140,-18225,135,754,5856.800000000001
3145,-19881,141,1120,8408.7
3150,-18769,137,960,7088.200000000001
3155,-17689,133,695,5412.399999999998
3160,-21904,148,1058,8135.300000000001
3165,-22201,149,1182,8894.500000000002
3170,-17424,132,944,7116.2
3175,-14161,119,765,5826.799999999999
3180,-15625,125,786,6017.300000000001
3185,-10000,100,547,4261.900000000001
3190,-10000,100,466,3638.6999999999994
3195,-9216,96,393,3199.6
3200,-5329,73,357,2805.1000000000004
3205,-7744,88,416,3188.6999999999994
3210,-5041,71,246,1937.8999999999999
3215,-7396,86,293,2297.6000000000004
3220,-8649,93,375,3134.0000000000005
3225,-10609,103,675,5594.2
3230,-20449,143,1188,9700.999999999998
3235,-17956,134,1427,11583.5
3240,-24964,158,1500,12343.5
3245,-25600,160,1084,8645.399999999998
3250,-24336,156,1098,8637.599999999999
3255,-24336,156,830,6773.2
3260,-17161,131,805,6443.0999999999985
3265,-15625,125,932,7223.899999999998
3270,-17161,131,976,7757.9000000000015
3275,-26244,162,1511,12122.799999999996
3280,-28224,168,1626,13192.999999999995
3285,-26896,164,1714,13872.600000000006
3290,-28561,169,2001,16391.600000000006
3295,-29929,173,1970,15976.400000000001
3300,-29929,173,2027,16316.9
3305,-24649,157,1172,9281.099999999999
3310,-23716,154,1364,10994.2
3315,-19321,139,853,6796.6
3320,-17689,133,1069,8742.299999999997
3325,-24025,155,1370,11099.8
3330,-26569,163,1176,9671.5
3335,-22500,150,932,7845.600000000002
3340,-18769,137,888,7404.9000000000015
3345,-19600,140,1222,10002.1
3350,-19600,140,762,6204.699999999998
3355,-13689,117,749,6194.700000000001
3360,-16641,129,707,5890.5
3365,-12769,113,685,5821.699999999999
3370,-11664,108,655,5405.599999999999
3375,-10404,102,425,3533.8
3380,-14400,120,696,5850.0
3385,-12321,111,981,8155.199999999998
3390,-13924,118,1472,12112.199999999995
3395,-11449,107,778,6337.299999999999
3400,-13924,118,778,6319.9
3405,-14884,122,643,5287.400000000001
3410,-16641,129,763,6029.300000000001
3415,-17956,134,574,4490.499999999999
3420,-16384,128,751,5817.1
3425,-18769,137,803,6078.699999999999
3430,-21904,148,1148,8392.799999999996
3435,-21904,148,956,7027.300000000001
3440,-20164,142,858,6333.299999999999
3445,-20736,144,1276,9228.000000000002
3450,-11881,109,634,5128.799999999999
3455,-12100,110,600,4804.800000000001
3460,-12996,114,762,5713.300000000001
3465,-12544,112,1097,8081.000000000005
3470,-17689,133,1111,8132.300000000001
3475,-15129,123,1020,7261.0
3480,-21609,147,721,5484.700000000001
3485,-21025,145,1007,7676.7
3490,-16641,129,738,5809.9
3495,-12996,114,502,4005.399999999999
3500,-9409,97,632,4896.400000000001
3505,-11025,105,880,6579.400000000001
3510,-13456,116,778,6316.7
3515,-10000,100,466,3569.6
3520,-18496,136,887,6557.200000000001
3525,-25600,160,907,6907.200000000001
3530,-24336,156,1040,7879.399999999998
3535,-21025,145,900,6811.1
3540,-15376,124,828,6412.3
3545,-9604,98,465,3828.3
3550,-8100,90,413,3314.7999999999997
3555,-9604,98,608,4739.9000000000015
3560,-17424,132,941,7064.0
3565,-19881,141,1437,10651.800000000003
3570,-20449,143,1463,10751.300000000001
3575,-26569,163,1200,8947.2
3580,-32041,179,1248,8996.399999999996
3585,-24649,157,936,7003.800000000001
3590,-23104,152,906,6798.200000000002
3595,-13456,116,693,5308.3
3600,-21609,147,983,7617.6
3605,-17956,134,1049,8092.100000000002
3610,-16900,130,711,5444.300000000001
3615,-17424,132,548,4306.400000000001
3620,-15625,125,570,4610.4
3625,-13689,117,526,4244.0
3630,-11664,108,602,4868.799999999999
3635,-14884,122,436,3603.4000000000005
3640,-19321,139,620,4976.2
3645,-22801,151,864,6594.799999999998
3650,-26896,164,942,7221.599999999996
3655,-20164,142,848,6421.9
3660,-17956,134,846,6653.800000000001
3665,-17424,132,724,5393.700000000001
3670,-14641,121,533,4267.299999999999
3675,-10201,101,482,3909.999999999999
3680,-8100,90,407,3183.5
3685,-14161,119,464,3764.0
